train_loss,valid_loss,train_acc,valid_acc
1.6080312560558319,1.6086706861696745,0.2005,0.19894736842105262
0.48381013492066416,0.6246080548492702,0.855,0.8078947368421052
0.27567628275060563,0.45568075255968754,0.9009,0.8642105263157894
0.19773354435428847,0.3505433496381891,0.9326,0.8942105263157895
0.16408071085711545,0.34865218684017524,0.942,0.8978947368421053
0.12877946279269628,0.32166662186925304,0.9573,0.9078947368421053
0.11082201402538949,0.3155858214686228,0.9631,0.9136842105263158
0.09930033015923993,0.30034150199092674,0.9673,0.9184210526315789
0.08222860647096097,0.2984964638409158,0.974,0.9194736842105263
0.07320531244866008,0.28472330963514475,0.9754,0.9226315789473685
0.06368445015461602,0.29377203810192826,0.9791,0.9221052631578948
0.06616867010573152,0.29689960429093415,0.9774,0.9226315789473685
0.053287833277171175,0.31948521955182624,0.9832,0.9210526315789473
0.04230831794476508,0.2882571597528493,0.9864,0.9252631578947368
0.03539617698731035,0.2964086474831786,0.9896,0.9231578947368421
0.033694517682534675,0.2957535022488551,0.9895,0.9336842105263158
0.03679350209346756,0.35574783882335353,0.989,0.9221052631578948
0.024705242663830368,0.3074740079553208,0.993,0.9336842105263158
0.02164931214214666,0.30966324399870016,0.9935,0.9326315789473684
0.01913695348256427,0.3458539014181516,0.9947,0.9342105263157895
