train_loss,valid_loss,train_acc,valid_acc
1.5971577503204346,1.5986509493419103,0.2188,0.22210526315789475
0.4554837398290634,0.6084396837889647,0.8512,0.7978947368421052
0.313704263484478,0.4968556751724051,0.8817,0.8368421052631579
0.22744435434043409,0.39501304736658305,0.9181,0.8694736842105263
0.18041770742237567,0.3595865123099139,0.9343,0.8842105263157894
0.14709998585134745,0.3368349522665268,0.9476,0.8994736842105263
0.12154112703725696,0.3282908701627445,0.9585,0.8973684210526316
0.10749833471290768,0.3270401271889691,0.9622,0.9031578947368422
0.08468766199240926,0.3448533141210738,0.9694,0.9094736842105263
0.07080315845049917,0.3306017163084397,0.9764,0.9136842105263158
0.06312648160876706,0.33985724496389075,0.9804,0.9142105263157895
0.05525591123761842,0.35486674316211786,0.981,0.9126315789473685
0.04149293233421631,0.36139597297458276,0.9863,0.9163157894736842
0.03213477352377959,0.3659487706237324,0.9905,0.9157894736842105
0.026068154508285805,0.40120377482244984,0.9924,0.9194736842105263
0.025550913708872396,0.4130770827295306,0.9921,0.9142105263157895
0.03636216954649135,0.4530334610261117,0.9863,0.9026315789473685
0.015056606536101027,0.43210635156139093,0.996,0.9136842105263158
