train_loss,valid_loss,train_acc,valid_acc
1.6099126229286194,1.6099039416353242,0.2,0.2
1.6096205176353455,1.6096241574327486,0.2,0.2
1.6096597730636597,1.6097064919832373,0.2,0.2
1.6094461156845092,1.6094424664473332,0.2,0.2
1.609610116958618,1.609606419290815,0.2,0.2
1.6094746446609498,1.6094738240001583,0.2,0.2
1.6094551087379456,1.6094491251376497,0.2,0.2
1.6094683606147766,1.609442141877503,0.2,0.2
1.609446492767334,1.6094478153381027,0.2,0.2
1.609443975353241,1.6094440176707356,0.2,0.2
1.6095478038787843,1.609572588896551,0.2,0.2
1.6094436429023742,1.6094387293863697,0.2,0.2
1.6095023858070374,1.6095097816290975,0.2,0.2
1.6095019371032715,1.6095052571857678,0.2,0.2
1.6094783425331116,1.6094810587017476,0.2,0.2
1.6094911374092102,1.6094679902581608,0.2,0.2
1.609490052318573,1.609495241601928,0.2,0.2
1.6094715182304382,1.6094768803660608,0.2,0.2
1.60947831325531,1.609476601376253,0.2,0.2
1.6094735781669616,1.609471729322642,0.2,0.2
1.6094653679847717,1.609451123145448,0.2,0.2
1.609506063079834,1.609511152035048,0.2,0.2
