train_loss,valid_loss,train_acc,valid_acc
1.6095026880026626,1.6094891468683878,0.2,0.2
1.6095576903309685,1.6095927317937215,0.2,0.2
1.6095712584809374,1.6096714337666829,0.2,0.2
1.609465010630818,1.6094317058722178,0.2,0.2
1.6095566159239212,1.6095411976178486,0.2,0.2
1.609576886073469,1.609575664997101,0.2,0.2
1.609467412336185,1.609466314315796,0.2,0.2
1.609460962847018,1.609430181980133,0.2,0.2
1.6094670977455359,1.6094252010186514,0.2,0.2
1.6094464375949895,1.609455414613088,0.2,0.2
1.6095823925524093,1.6096289495627085,0.2,0.2
1.6094399031739646,1.6094363451004028,0.2,0.2
1.609494662132507,1.6095116535822551,0.2,0.2
1.6094757459415034,1.6094600796699523,0.2,0.2
1.6094586860638458,1.6094621102015176,0.2,0.2
1.6094830588410838,1.6094723025957742,0.2,0.2
1.60944811376139,1.6094495455423992,0.2,0.2
1.6094561133521814,1.609449855486552,0.2,0.2
1.6094828093775546,1.6095064957936605,0.2,0.2
