train_loss,valid_loss,train_acc,valid_acc
1.400077976738683,1.4366980373859406,0.4335,0.4005263157894737
0.26625610619021683,0.43667574028174083,0.9087,0.8673684210526316
0.17349465848943488,0.3474535018205643,0.9418,0.9
0.11967194154144475,0.3199676857640346,0.9596,0.9110526315789473
0.09062298160409346,0.29223571801558135,0.9704,0.9210526315789473
0.059350416643735464,0.28624474061653016,0.9822,0.9305263157894736
0.04516843370141122,0.2902580302208662,0.9861,0.9405263157894737
0.041922398091657626,0.2678214170659582,0.9877,0.9415789473684211
0.044468359341478095,0.37835302694778267,0.984,0.9247368421052632
0.022283364826422437,0.2867463332445671,0.9933,0.9384210526315789
0.01339012154137007,0.36589062560815366,0.9959,0.9394736842105263
0.011132516832603346,0.2926417294734468,0.9974,0.9421052631578948
0.014626654191375018,0.3835883992054733,0.9957,0.9331578947368421
0.00593793294442098,0.3705728080162468,0.9986,0.9436842105263158
0.00896146552220514,0.40330283584771676,0.9975,0.9315789473684211
0.005881769736178715,0.3797743590262447,0.9982,0.9415789473684211
0.005677070128829263,0.47636341558148465,0.9984,0.9442105263157895
0.0020334118959513484,0.4292506841954245,0.9995,0.9442105263157895
