train_loss,valid_loss,train_acc,valid_acc
1.0139733785390854,1.1018040436906975,0.6062,0.5673684210526316
0.3332451003853232,0.4858010901185144,0.8843,0.8231578947368421
0.227357424569875,0.4016349296234235,0.9181,0.8642105263157894
0.16968811888667407,0.38087177464930233,0.9401,0.8789473684210526
0.1377061081205262,0.35699333366069713,0.9511,0.888421052631579
0.10835042963917367,0.33468691918738736,0.9636,0.9036842105263158
0.08233498351425514,0.3392771136968498,0.9729,0.9026315789473685
0.06630771961844294,0.3502939351275025,0.9784,0.9063157894736842
0.05522056584609491,0.34761350806598296,0.9801,0.9068421052631579
0.050950854975517726,0.3814612558233711,0.982,0.901578947368421
0.03637679149553232,0.3609391811168272,0.9889,0.9136842105263158
0.03582555891965621,0.4095418410386689,0.9878,0.9052631578947369
0.023109411466019445,0.3789555140484565,0.9932,0.9094736842105263
0.01953084666916402,0.396183130298096,0.994,0.9142105263157895
0.013146975331454808,0.43963757270759574,0.9963,0.9105263157894737
0.011570347714190235,0.44907359245643086,0.9973,0.9147368421052632
